	GSM2601334	GSM2601335	GSM2601336	GSM2601337	GSM2601338	GSM2601339	GSM2601340	GSM2601341	GSM2601342	GSM2601343	GSM2601344	GSM2601345	GSM2601346	GSM2601347	GSM2601348	GSM2601349	GSM2601350	GSM2601351	GSM2601352	GSM2601353	GSM2601354	GSM2601355	GSM2601356	GSM2601357	GSM2601358	GSM2601359	GSM2601360	GSM2601361	GSM2601362	GSM2601363	GSM2601364	GSM2601365	GSM2601366	GSM2601367	GSM2601368	GSM2601369	GSM2601370	GSM2601371	GSM2601372	GSM2601373	GSM2601374	GSM2601375	GSM2601376	GSM2601377	GSM2601378	GSM2601379	GSM2601380	GSM2601381	GSM2601382	GSM2601383	GSM2601384	GSM2601385	GSM2601386	GSM2601387	GSM2601388	GSM2601389	GSM2601390	GSM2601391	GSM2601392	GSM2601393	GSM2601394	GSM2601395	GSM2601396	GSM2601397	GSM2601398	GSM2601399	GSM2601400	GSM2601401	GSM2601402	GSM2601403	GSM2601404	GSM2601405	GSM2601406	GSM2601407	GSM2601408	GSM2601409	GSM2601410	GSM2601411	GSM2601412	GSM2601413	GSM2601414	GSM2601415	GSM2601416	GSM2601417	GSM2601418	GSM2601419	GSM2601420	GSM2601421	GSM2601422	GSM2601423	GSM2601424	GSM2601425	GSM2601426	GSM2601427	GSM2601428	GSM2601429	GSM2601430	GSM2601431	GSM2601432	GSM2601433	GSM2601434	GSM2601435	GSM2601436	GSM2601437	GSM2601438	GSM2601439	GSM2601440	GSM2601441	GSM2601442	GSM2601443	GSM2601444	GSM2601445	GSM2601446	GSM2601447	GSM2601448	GSM2601449	GSM2601450	GSM2601451	GSM2601452	GSM2601453	GSM2601454	GSM2601455	GSM2601456	GSM2601457	GSM2601458	GSM2601459	GSM2601460	GSM2601461	GSM2601462	GSM2601463	GSM2601464	GSM2601465	GSM2601466	GSM2601467	GSM2601468	GSM2601469	GSM2601470
HALLMARK_PROTEIN_SECRETION	-0.250073559223543	0.324774220256767	-0.178546585083138	-0.303194082506857	0.280397547146676	0.373169472375519	-0.271840976544273	-0.223061844810219	0.253305806775602	0.30413230570318	0.253305162367717	-0.18607501655269	0.322499328143405	-0.223920400048722	0.233958056649306	0.3267816510818	0.298349825886591	0.395169338544338	0.273447298669818	0.207581079854006	-0.371298372817026	0.235296544671575	0.324302634265625	0.243150631379781	0.349488140599073	0.212306585693364	0.291778848763872	0.355378138504039	-0.198834481011743	0.334140302561596	-0.290431480464014	0.252003285381724	0.310115907062243	-0.374906291054627	-0.202056204241391	-0.223293500248074	0.23895374393495	-0.218853222342801	0.231581755787616	0.327619858146592	0.326890310408056	0.264891836221252	-0.241892506194451	-0.210904600769089	-0.346640439360694	0.204160313173473	-0.266802211325844	0.29558315366555	-0.290701625159825	-0.255730186883936	0.339948559785205	0.186401197048192	-0.400221044066952	-0.217553893655068	0.248672662828742	-0.327820777542994	-0.235774655417283	-0.261605317763136	-0.2761305615715	-0.207774587339688	-0.245107200702076	-0.310377762435386	-0.369441953050661	0.277479457157886	-0.205770840129993	-0.262796873121139	0.276491304027629	-0.382086517387662	-0.224719352359378	-0.207217708335976	-0.290996297249355	-0.262101365283811	-0.326652264091934	-0.321707516474087	-0.263619885039566	-0.332759884004759	-0.215558731667476	-0.208182517526689	-0.319861107776792	-0.356727867242903	-0.222350743065611	-0.257453457314515	-0.225056216167564	-0.223915710540113	0.212740554460844	-0.276867079872007	-0.267959063701705	-0.288928348538919	0.213381323410185	0.397196364422724	-0.325019697073978	-0.285144242286227	-0.24854483502061	-0.359767126957079	0.27465936520061	0.360849733712168	-0.391113945095747	-0.450181995333364	-0.330698038284385	-0.232994721604563	-0.388515967504847	0.268606404410695	-0.241092515891429	-0.261249537006303	-0.363300643104828	-0.229445334787392	-0.314888592290846	-0.372285005206464	0.272635114110108	-0.342229750571986	-0.251571608115593	0.3173961130074	-0.20998406523198	0.25215035652179	-0.278061945072472	0.240476654584452	-0.314484448999203	0.351849148040033	0.21548440564616	-0.272425804811292	-0.334334144338989	-0.36091050904107	-0.294647595651564	-0.251683860181573	0.199644432423072	0.208215242244862	-0.315281265332087	-0.251736183643997	-0.266149501442365	-0.340101655226595	0.180514633247883	-0.31977828084449	-0.195542422479964	-0.239347665230357	-0.231821133860303	-0.242416024792713	-0.326948761041538
KANNAN_TP53_TARGETS_UP	-0.244297812939352	0.24673655385134	0.229301696442727	-0.227441160546683	0.336628145455496	0.216989731664037	0.223355727961454	-0.252757830169123	0.341260049467125	0.249261073796729	0.293743686612838	0.184288630769631	0.421388226806384	-0.280045875603218	0.266314097204999	-0.16122347233609	-0.32257706163503	0.267265598865099	-0.182803306655304	-0.215423945573792	-0.36844872085517	0.275530126623372	0.442407669877824	0.282743877179106	0.293705428556025	-0.260203085684098	0.250713179974827	0.32456308402023	-0.19894897586843	0.314750294050752	-0.316249544848578	0.308520203935226	0.337312675942812	-0.268809023827865	-0.27672851363416	-0.24404173253726	0.228984860933295	-0.260641937750092	0.322835939121598	0.255683733220911	0.18816478388964	-0.189982479734644	0.272336901934904	0.267460865365419	-0.322327947961373	0.375977635590604	-0.243506881657933	0.394414022560461	-0.256258438571831	0.18433735470927	0.421335775313923	0.239614355608742	-0.260986695743801	-0.291040382840197	-0.216199356930737	0.198747166188036	0.232559721727237	-0.371314643258642	-0.226686586565668	-0.309220775445498	0.198975785415239	-0.3393979446532	-0.299652302371302	0.254672912900079	-0.276308221938515	-0.279554686485429	0.250676850827973	-0.419470221463294	-0.205319352741577	-0.21169577331462	-0.27022873954727	-0.415465051077961	-0.33185024297826	-0.289174017095112	-0.248247046260613	0.261369269255986	-0.37571199529324	0.221736292218947	-0.230264155886654	0.21668175747574	0.177172555636845	-0.192184427615072	0.174666462296709	-0.24815847403287	0.311820467203167	-0.242258391715618	0.208002626262031	-0.358513795035945	-0.268797234152783	0.196892692980623	0.28948173772196	0.249841848850032	-0.182656987196243	0.216151548167299	-0.259486725181379	0.244731432267398	-0.303202214707473	-0.43958696683233	-0.338920511333963	-0.240656969374411	-0.211737807181899	-0.257532959528286	0.192686062877227	0.245958486478596	-0.406302541737934	0.202986354237764	-0.290378464874257	-0.361976861814195	0.20607679839714	-0.378880647934381	0.234366394465332	0.339673192936627	0.217762147401784	0.238362100189208	0.262777516421795	-0.269737454622642	0.323193929761409	0.304380569080099	-0.356577741738361	0.323492024765711	-0.287134758051206	-0.253393665304614	-0.33207463529622	-0.291490221438866	-0.313040148423227	-0.270269416064339	-0.352416954041238	-0.232375429054059	-0.287052437095878	-0.210473831984409	-0.269832297252209	-0.301680457513665	0.246914260492144	-0.175032346757207	0.172617620023453	0.232289332974945	-0.21124552253463
MYDness	0.164352650262971	0.291940501165373	-0.400341921517141	-0.236531746137557	0.498181191674585	0.186878626325435	-0.402245119025021	-0.293249663452251	-0.147252757563999	0.405938277277528	0.295897522382245	0.318583968135589	0.623642273834159	-0.352410888268299	-0.252517502720896	0.47581484820859	-0.156766738603684	0.485921644998048	0.164582368782524	-0.216333398837127	-0.341463062155248	-0.327897418471493	0.600340380582141	0.135817917741925	0.567457218797181	-0.249848257948575	0.213450445560963	0.569259303571162	-0.366869921729951	0.585169007076327	-0.32610433039502	0.230595001413192	0.472413745525659	0.22020825944348	-0.406780878304883	-0.324039102673127	-0.254042882177643	-0.232255887325753	0.19602934307662	0.281913683225493	0.273640887368482	0.206294330073698	0.134639964655714	0.337058161569637	-0.417017686604101	0.31261195136334	-0.310459442777214	0.43580512988637	-0.411019475086064	-0.420463263098025	0.518244312391339	0.464904289590094	-0.383827037546027	0.253520274789786	-0.27056088882209	-0.394112066356791	0.349288237641099	-0.380981116437342	0.179197962730597	-0.436356227466115	-0.252484948896239	-0.366038460238402	-0.317802877343968	0.502265307129905	-0.196748154291749	-0.325664230123015	0.335748582894948	-0.37420334373893	-0.413429410148831	0.303257688708207	0.457084277191362	0.312300438361262	-0.499203215567065	-0.416833611834433	0.395905687486398	0.173909698952072	-0.193148176154283	0.422857720569886	-0.430194558172037	-0.131589451427122	-0.330020611156874	-0.355763752953873	-0.327663037408537	0.460267823966243	0.364473855090504	-0.15729209407231	0.283079906560798	-0.247456761065887	-0.332960638730134	0.530724442903785	-0.321536584904862	-0.310529035581881	0.48747926851814	-0.169330168443245	-0.167316418069824	0.481483826838068	-0.340393180084282	0.342509954901679	-0.370425985929659	0.157362203189501	-0.439023433872059	0.280336138178941	-0.359712998062782	-0.415299964992745	-0.389379025606039	0.339374327330106	-0.344308367748226	-0.436496004392513	0.196988471741867	-0.472361931397778	0.349623792869612	0.608597760385282	0.352914810499458	-0.450490031523284	-0.400805824815473	-0.404459856340282	-0.244894812546837	0.655492245034957	0.362119003475404	0.18932907894482	-0.244982428780773	-0.214219232198377	-0.510128656026683	-0.378080321124682	0.244224397915414	-0.153815125445921	-0.202185608452516	-0.276349363291299	-0.208882757456697	-0.323184559623145	-0.276312228416511	-0.363911683737383	0.377287553034513	-0.224185597687559	0.362873258081506	-0.271753399858024	0.16190877268838
Negative regulation of immune response	0.1865500384758	-0.255679222453704	-0.252104639068148	-0.274204384178047	0.249098961551675	-0.216790713982641	-0.359439940015711	-0.326186805686678	-0.191621093785401	0.210918043507796	-0.277959416832023	0.162153341394937	0.3998345049371	-0.385669343006309	-0.266928544087866	0.268655441390106	-0.160944498917014	0.266903994312371	-0.201814216107613	-0.246150687082114	-0.349083001315514	-0.34463218954042	0.361516109968659	-0.171928451332756	0.396781266637948	-0.302688503946197	-0.224544963150752	0.416122208584242	-0.288689963728026	0.398620700006784	-0.359437102369405	0.246242088815249	0.281256414445133	0.229645550753759	-0.299562654754795	-0.309069594035502	-0.26001059363055	-0.285861128446079	-0.185130518360145	0.236079175997701	0.177901391369575	0.193216180725902	-0.272436939072473	0.203157847266659	-0.334250370521642	0.210249289136461	-0.354945946127343	0.230046452087157	-0.338003107501869	-0.415227230939033	0.200781682328528	0.197630546077372	-0.281885417192952	0.277386523358989	-0.211054885353492	-0.237415855796687	0.261864562998663	-0.307290194444612	0.383514275829268	-0.263399316819622	-0.241754450624057	-0.266328872757817	-0.302606930456158	0.464274916672582	-0.248677619482907	0.159125305022713	0.269187566424392	-0.208416179116998	-0.265286313791037	0.295791308439584	0.367508201406729	0.344833004518361	-0.471851400387278	-0.25570783362801	0.32421739742225	0.146134070992812	-0.180417259262305	0.333626905622555	-0.405710458508616	0.167323804907609	-0.304142564063722	-0.324525514741092	0.246222267865878	0.371408063587764	0.217033779287048	0.292846818170552	0.205747496071655	-0.276617439224589	-0.205348705188886	0.48047609564504	-0.216177231368018	-0.201205347741719	0.36504785635649	0.203233362348365	0.305544877239741	0.339529915613221	0.196569475672417	-0.15518133949564	-0.27125075395499	-0.167323824001767	-0.279638662993589	0.200622696683946	-0.297922402875312	-0.283200552299478	-0.334367360163333	0.280503694192032	-0.258118643567633	-0.389489047666933	0.254718464422615	-0.279390746626948	0.25601231015738	0.442206693099864	0.28979854821186	-0.294663763609238	0.218582174280452	-0.399659259993154	-0.192927007853676	0.452412139777181	0.324846350194724	0.17032884131429	-0.209260386557445	-0.280729556204085	-0.343901570929226	-0.298331763443164	0.261927320023588	-0.22184628773031	0.169166388462952	-0.149894782094463	-0.177932313838729	-0.298673708753761	-0.305091581106448	-0.285182688675106	0.349271146433832	0.305526786577098	0.22630620917255	-0.239187829125025	0.16764053092069
Negative Regulation of T-cell activation	0.154336007300895	-0.208040176345157	-0.319707091445147	-0.25692651978038	0.272353399408756	-0.203877254888406	-0.414059589246858	-0.270966601788714	-0.256664345079671	0.169414219250469	-0.242926078840731	0.175030403801174	0.352931719111178	-0.473593556367752	-0.277939752704082	0.241008722620569	0.133116005325968	0.239783032279818	-0.237748181356948	-0.239955758564629	-0.467898866105043	-0.296681733696873	0.337528794843989	-0.272246485321059	0.380888945391629	-0.265264950096093	-0.194400532704076	0.364732507752966	-0.224733401639412	0.39759001894453	-0.322421720018579	0.258632853243475	0.251164534989076	0.198547818873355	-0.28088366852545	-0.365702361350027	-0.156173021394444	-0.262880263619892	0.241870319718653	0.238463536141787	0.25425816515999	0.209846532055591	-0.219050619063286	0.274379861915831	-0.351194156229814	0.223369193461337	-0.276144366072282	0.233432964154754	-0.361124952280085	-0.422382200779869	0.27263457498856	0.186965276397743	-0.195488862957763	0.264554473887805	-0.300285287332143	-0.246934490466372	0.37670420262583	-0.388757014332547	0.379435050357938	-0.226610674584236	-0.192073740039249	-0.219077416325042	-0.352483748472543	0.429031896820798	-0.256194793756905	0.172319648811404	0.249989182305497	-0.218803391293508	-0.306882315833126	0.305051039554525	0.34567498059607	0.359078533386575	-0.520587000473466	-0.274540477921044	0.324941094297552	0.209198435007206	-0.338456519199563	0.381379642387849	-0.401067102843385	-0.208646560747484	-0.299152681419483	-0.227503085261673	0.277597704826328	0.315453545011239	0.172280217737336	0.389151320452704	0.222278930802449	-0.297014773824807	-0.209824585689214	0.440581559806712	-0.224086366816223	0.209908183861366	0.341635335934333	0.202689708070631	0.288344736510231	0.301523598252887	0.251662017200767	0.148168030935291	-0.343708531417199	-0.170036599514221	-0.328745359835215	0.296133238001242	-0.263762204566258	-0.278922115964482	-0.367555217692551	0.197351083304356	-0.280265712087304	-0.427717362192591	0.269134806028186	-0.384931402493699	0.242794075441684	0.470186613691438	0.28267954399629	-0.31300375196761	0.283505815105296	-0.372243559367261	-0.22406311363614	0.427483935287321	0.316023549392645	0.254747867515175	-0.239399762080856	-0.287475007316842	-0.414526329445175	-0.22642077758148	0.20671466022135	-0.26980861138131	0.172557533009018	0.258601989103285	-0.273673914824526	-0.349528774013415	-0.267543616074029	-0.377338159963803	0.245819688560474	0.260947268232626	0.194869063280017	-0.265865015923923	-0.186366022415017
NF-kB activation	0.20846838394655	-0.2714331078617	-0.317010970783535	-0.163870937896625	-0.214310023369263	-0.200927722183075	-0.259088085915176	-0.327824549973969	0.194582662109691	0.342992813586598	-0.244501105011857	-0.17056940362526	0.296618468992992	-0.470523094751798	-0.188733839890928	0.287627512845339	0.259419280171279	0.217994217947874	-0.238803628318382	-0.244679697267823	-0.261001639156161	-0.283649156487325	0.33684400838161	-0.228759591170682	0.290867124153448	-0.254908058670615	-0.26528947805035	0.32731186924172	-0.18591077513474	0.26980898520471	-0.201349090664185	0.244624300221762	0.237863771991436	0.203764310579659	-0.320482542466123	-0.252778331191151	0.186267823990609	-0.249564278395571	0.185273240011946	0.304611920846691	-0.204518259124092	0.272508528504377	-0.300206816763389	0.219966861304059	-0.266011101556444	-0.206335152113072	-0.231212938443861	-0.208155841796466	-0.379087513443926	-0.325235150313996	0.218491255916651	0.265982335913528	-0.291058102563186	0.309088702428885	0.189133247628845	-0.240030452037371	0.228195442662034	-0.260948314234695	0.329701326548622	-0.289224530089944	-0.25397866772699	-0.232722739855743	-0.312257464384979	0.394622839805868	-0.188961682487278	-0.325404782566466	0.225561339583324	-0.32003054787777	-0.265129479197614	0.18192137327319	0.275308850380232	0.250514956259519	-0.334447380860025	-0.279802301863922	-0.227530557913054	-0.256980065729166	0.183791580444501	-0.20365384563406	-0.3968730476165	0.230174442190114	-0.295307570486705	-0.172177038734738	0.256764720648665	0.303785217170142	-0.178252228571908	0.248603259345475	-0.193213472002494	-0.266703277494961	-0.223447528915017	0.42173840323234	-0.271747202611915	-0.268667874261261	0.28736038552984	0.276169253197427	0.263704117755778	0.244416076848568	0.289735217252471	-0.308594085715248	-0.406092266422956	0.224755527420428	-0.206709708356045	-0.267063338395683	-0.372623907586817	-0.207522638274128	-0.335414346375725	-0.177406623300683	0.179280923279158	-0.422899656135198	0.284782009372783	-0.202175304615165	0.251097317833476	0.436705864273176	0.296499994179122	-0.328763474571077	0.277551221473475	-0.319254721240651	0.298288679354324	0.367654571261442	0.227230386083602	-0.203932369049366	-0.227374774070017	-0.404696618450671	-0.240844500217092	-0.361269173253954	-0.206162830456289	-0.386906799425146	0.22563088061975	0.268282399150663	-0.240318501744998	-0.271021178241284	-0.308016338906121	-0.417792368569539	0.357990602194248	0.22608534983394	0.304045828464287	-0.277975579454883	-0.284596833935295
NF-kB Cell surface receptors	0.260158966716395	-0.323368875114235	0.201909338430252	0.286990447316347	0.37531156081372	-0.219370302794356	0.317920093466546	-0.365185236361031	0.309978989226209	-0.226438104924591	0.223992054465983	0.427127949330657	0.417570466595153	-0.23561202142646	-0.536906431723318	0.271035722524435	-0.379660228451088	-0.264241601555223	-0.505059121941695	-0.483332149338381	-0.300545232515827	-0.213403377980738	0.2868898130335	-0.304278514800188	0.300294240705322	-0.231488985892605	-0.355684914784342	-0.373249565895099	0.285717549173341	-0.391024914160947	0.3786306449552	0.30929483328712	0.413644508203837	0.369532510136111	0.324856446114526	0.552215247093199	-0.295528356177415	-0.378477785103575	-0.220285090433714	0.405420586494049	0.446273796593265	0.241835370488834	-0.313640334557252	0.305477369677074	0.24442069719042	0.224263369130597	0.29915903322962	0.456008029320419	-0.235684838908459	0.180262464429828	0.48571790169662	0.225123197298102	0.258221559860945	0.324866319606678	-0.342517087890278	-0.371473353076907	0.287234132741522	0.300967107276221	-0.255787382016869	-0.243052631441976	-0.516172225012907	0.341806021493844	-0.33875494256225	0.374204040020722	0.326409426808669	0.527660764045468	-0.250834307876945	-0.482588026116851	-0.476289327280108	-0.271662659864105	0.30428670037732	0.399715708561993	-0.399123552562597	-0.306912509330964	-0.542377077352701	0.373330456374369	-0.314427462241406	-0.334965740469379	0.188221131983291	0.449906973672503	-0.479344383008061	-0.290314854783654	-0.277236735724331	0.366592488170493	0.408948878591202	0.303562049051579	0.44234419308152	-0.474864241197239	-0.29338827185378	0.311289337068013	-0.526992056945303	-0.572721151714677	-0.191461659378272	0.277153155651058	0.342557267181822	0.33996414852753	0.351497017379605	0.437256827096828	-0.15017386984599	0.356795084242708	-0.375239562000686	0.300787652509599	-0.241977352583086	-0.29509458107504	-0.17768650739288	0.331799172061705	-0.258171882762026	-0.450758733939704	-0.196621957277678	-0.269276248406334	0.375895869282264	0.401799734718579	-0.337274110136708	-0.374731504935594	-0.345961444783674	-0.33196370727581	-0.322924693534031	0.234986412108742	0.342226190610513	-0.430948063046328	0.248323660359108	0.354523138162334	-0.219808163453052	0.22088341548062	0.368381022067365	0.278075468956517	-0.392741863897143	-0.295756456372869	0.367778236286608	-0.229900067363727	-0.303249126823961	0.269850251239642	-0.335129378042796	0.173402960598349	0.317792229740864	0.35441828058228	-0.376901557417052
NF-kB Cytokines/Chemokines	-0.229822016987159	0.333031155672291	-0.591777734538076	-0.435406445550082	0.250246720039512	0.19467936626576	-0.394096561120226	-0.376369461062497	0.224065959650186	-0.236298708817968	-0.39084512148859	-0.224826260688839	0.619690710733792	-0.574619094602857	-0.356609602936382	0.4209805771066	0.255401347533776	0.411417794359478	-0.34960476686965	-0.413502978607155	-0.518996531324166	-0.567293542983889	0.294074541010092	-0.384309594033587	0.443607395472549	-0.520696908370582	-0.274079868948652	0.586973680657962	-0.438637346008208	0.493241484870267	-0.44953689968896	0.354142934117915	0.260576169262393	-0.267723160916715	-0.53589093128488	-0.262793356002811	-0.308600093791156	-0.414330563531328	0.324274830220673	0.261188730806228	0.211975003461331	0.394852707796581	-0.282842471737489	-0.334267851756279	-0.335478054764834	-0.217971830641446	-0.327185004365227	0.326879748724992	-0.555070292397278	-0.554103435899862	0.303076486464926	0.236769205839243	-0.437974359091572	0.378590923705358	-0.596032340476497	-0.476108311252248	0.330003729306434	-0.204508953372903	0.536690097901561	-0.615347935845009	-0.482410915827077	-0.419339277988693	-0.326631481394	0.598744801629574	-0.309039651859529	-0.323721643871267	0.301097043730365	-0.325436689769761	-0.333392292742585	0.589661749683556	0.556215740995478	0.432750520404733	-0.626616034426359	-0.422938321900239	0.411016024607055	0.372278567997919	0.228728881314964	0.535019013500337	-0.684210089500346	0.269897032706587	-0.37617255372342	-0.239492976897018	0.405510953016305	0.624480270053966	-0.255567354507059	0.427758861290092	0.464885377099411	-0.312967652213113	-0.50411755224243	0.63873561046035	-0.217064673377489	-0.219605085909534	0.526018384609309	0.159974449006055	0.332747624737468	0.22586121405727	-0.258108230852933	0.423195690169717	-0.573973913474256	-0.262875674605887	-0.444325572511428	-0.26355939223314	0.202198434176787	-0.47255423407291	-0.404358031030191	0.629119792740721	-0.319256300223551	-0.682779814930272	-0.252822547853033	-0.570970445826011	0.232370755804719	0.695124477849062	0.370160205886004	-0.461950823995772	0.234011383740007	-0.47603873583291	0.254785870521804	0.627511654833014	0.437334366507149	-0.363122071004398	-0.265789603730161	-0.351802789580678	-0.538163172446529	-0.31343331856992	0.464779513564847	-0.196953791239123	0.387117401207665	0.290406515916627	0.432640720262678	-0.545910303442905	-0.397328875784988	-0.190472613362774	0.626229322834083	0.391474722300773	0.565736836761977	-0.36436785597607	0.356045578966182
NF-kB Enzymes	0.342365959886307	0.3096374979667	-0.382695655243627	-0.23723131968892	0.357052960553143	-0.291133715005376	-0.38689285820464	0.260748445137233	0.273935457312971	0.282683689246207	0.238706367297876	0.243404221819899	0.401611901779749	-0.361542033848836	-0.239620521051032	0.335113071771764	-0.289178672509271	0.264103222592127	0.297036491026693	0.214179730889021	-0.350619818146105	0.231092039920541	0.44728894847983	-0.265478160039178	0.459675901388035	0.282055018868126	0.230717991755796	0.392116617163367	0.214882226143164	0.480162884078898	-0.456653217644639	0.332493709241263	0.401026390014237	0.163258701866915	-0.450257105598044	-0.273190024043157	0.254529390099549	0.241097243774321	0.212483583771746	-0.225522456168059	0.421785417162936	0.322703908489663	-0.262296834305265	-0.382070242548092	-0.311259726230843	-0.250267287455413	-0.318738163326252	0.371086238259477	-0.322413814516603	-0.388154640677301	0.304343278382364	0.2343233634413	-0.308529924770279	0.287189237310463	-0.343328584809033	-0.374147359888892	0.223455323260568	-0.259131787245786	0.299262445425835	0.251715508353132	-0.31935042293803	-0.35416422593209	-0.22590128089761	0.496312798545621	-0.34631904310955	-0.314564619589739	0.25532693512132	-0.289830609346636	-0.310746563821272	0.262703498980149	0.476045843479296	0.385090986882481	-0.506183846175308	-0.277341919054651	0.393532359440026	0.224233644786995	-0.265084485080613	0.439767099034014	-0.473367477629114	-0.282377166975316	-0.299784969006789	-0.489758537336418	0.214414989494267	0.378028065680957	-0.24040476574745	0.305678615381504	0.200204341882583	0.216651384424547	0.370240440203122	0.391411542043326	-0.313558057603147	0.270170007308395	0.47271202249061	-0.180979362916871	0.328242304658134	0.45463643861844	-0.231159265017838	-0.163354573588273	-0.439603061145731	-0.273174494807323	-0.522996894112923	0.296483962063385	-0.444257864492976	-0.355540750593581	-0.339937968263652	-0.205251851938689	-0.292774021711574	-0.548478329796834	0.205345579246334	-0.353103960340325	0.3337050191577	0.429244577944452	-0.287401502843264	-0.207385434608145	-0.324184315910119	-0.343052873551482	-0.38522522781624	0.444276318789331	0.266038687499164	-0.206005909971186	-0.313222068643251	-0.369824556639845	-0.544530940538993	-0.449461784231721	-0.314568999357944	-0.355145927609185	-0.23519849427783	-0.338704240535265	-0.246876762819312	-0.405953345152225	-0.251989095812541	-0.428020874921728	0.257953253843709	0.28794243978488	0.395897626920329	-0.380648198253653	-0.297472620282025
NF-KB GILMORE COMPILED	0.160516258087805	0.18844350558445	-0.27714115606503	-0.237969700418089	0.20279002566978	0.149453500678876	-0.27755130197832	-0.270269355811706	0.233871880785183	0.209771801566213	0.183162708610903	0.157692107305167	0.432550285659291	-0.365377659126356	0.177892558133002	0.21317915093037	-0.14592657784401	0.302867621876908	-0.152279127079396	-0.227714384068327	-0.34441251039153	-0.249274026382753	0.341469009241138	0.192008045912781	0.315728815165863	-0.248135568291333	0.161687992102843	0.326163285057668	-0.223751776249874	0.364163097809633	-0.25446601643674	0.225272037895285	0.336850416487971	0.164259590242491	-0.354492170474568	-0.241343076883453	-0.226238050961103	-0.273766198564097	0.255392768545674	0.24113947961468	0.159104018329263	0.199883931737003	-0.185496380991085	-0.148413125375586	-0.312246716034659	0.24306515314895	-0.260299596917369	0.314530167163187	-0.325211681365553	-0.311780818771063	0.374663717418912	0.190233583598979	-0.251869695342529	0.252281436386317	-0.214756302752003	-0.254417654304962	0.27202402015686	-0.294956318532447	0.249683614178335	-0.247995672245492	0.166000504027155	-0.211496264082463	-0.319761931523582	0.360828016861732	-0.197865386323627	-0.160696705234622	0.334306207701831	-0.315877837134876	-0.19967849838821	0.201217247817014	0.271609034065677	0.269158202982664	-0.409641129622775	-0.281102295048122	0.230222913082746	0.250576757035566	-0.270039951095033	0.32600003155711	-0.421086848201055	0.210327585455092	-0.24661467826288	-0.213316918515468	0.247062934754762	0.343623667820749	0.255127063061225	0.17044080640117	0.247676547375454	-0.189986649290533	-0.271987299019592	0.396081861183688	-0.191342250839573	0.233052091939807	0.34558302526567	0.169336702493601	0.252799945029949	0.264755302820555	-0.156449873106135	-0.156096069479757	-0.273490688780333	-0.155800539101127	-0.278774198600368	0.159648893547213	-0.218900232506358	-0.223012742882267	-0.341229382655265	0.211427735140118	-0.220850494285283	-0.455592196664321	0.215182533626224	-0.367728640613472	0.169749510583507	0.415461645954086	0.256412157620558	-0.287660782829756	-0.176270292709512	-0.337231287139466	0.15267782210805	0.459095816480929	0.252760944844128	0.198636353856934	-0.259005741165427	-0.332630867371286	-0.404124904397335	-0.311436453019352	-0.164997385681222	-0.266016268664738	-0.170902192920283	0.173321211648072	-0.186981081605546	-0.269758851410482	-0.257028374779299	-0.310508940648064	0.287100595133782	0.224526066687826	0.317322053285169	-0.196798619399146	-0.176990240277345
